Organization Name,Industries,Headquarters Location,Estimated Revenue,Operating Status,Founded Date,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Funding Amount,Growth Category,Growth Confidence,Monthly visit,Monthly Visit Growth,Visit Duration Growth,Patents Granted,Visit Duration
Prashad Ltd Technologies,Automobiles,Sikkim,$1B to $10B,Active,2017,Seed,Automotive,1,Zayyan Raghavan,51-100,1,M&A,$10M to $50M,Medium,Low,756298,227.89256373939259,7414.508177994136,9,2212
Yogi-Amble Innovations,Renewable Energy,Kerala,Less than $1M,Active,2019,Series B,Energy,1,Qarin Pandey,1001-5000,5,Early Stage Venture,$100M to $500M,Growing,Medium,1317670,67.32816687825814,8153.645824198826,10,360
Basak PLC Innovations,Defence Manufacturing,Bihar,$100M to $500M,Active,2018,Series A,Defence,4,"Devika Loyal, Nakul Arya, Jairaj Sood, Chasmum Edwin",51-100,3,Early Stage Venture,$0 to $1M,Medium,High,252667,1239.9368830768121,5992.334606603306,7,606
Modi PLC Solutions,Insurance,Tripura,$1M to $10M,Active,2018,IPO,Financial Services,3,"Balveer Deep, Shivani Choudhry, Adweta Bhatti",11-50,0,Growing,$100M to $500M,High,High,192544,1407.251725910885,9750.50327054568,6,11
"Wadhwa, Tiwari and Savant Technologies",Retail,Chhattisgarh,Less than $1M,Active,2019,Series A,Commerce,5,"Wahab Taneja, Madhavi Dugar, Aachal Choudhury, Falguni Bhattacharyya, Lohit Dhaliwal",501-1000,4,M&A,$100M to $500M,Medium,High,777730,1909.9474162071729,29.77008587375721,2,1106
Gour Group Innovations,Consumer Durables,West Bengal,$10B+,Active,2022,IPO,Consumer Goods,2,"Hemang Chandran, Aahana Sant",1-10,3,Seed,$1M to $5M,Growing,Low,1226360,1085.795966456275,9042.198956153094,6,665
Bakshi and Sons Technologies,E-Commerce,Andhra Pradesh,$1M to $10M,Active,2024,IPO,Commerce,5,"Patrick Dhar, Yauvani Patla, Urmi Chowdhury, Meghana Nagy, Ranveer Hora",51-100,2,Early Stage Venture,$1M to $5M,Medium,High,394610,496.5029943904941,7775.043405256838,8,442
Balasubramanian LLC Labs,Banking,Karnataka,$100M to $500M,Active,2021,Series C,Financial Services,3,"Balveer Nadig, Ira Memon, Vasatika Suri",1001-5000,5,Early Stage Venture,$50M to $100M,High,High,1602044,1467.2407198858143,3663.794587144536,9,2411
"Deshpande, Ravi and Lad Technologies",Financial Services,Punjab,$100M to $500M,Active,2022,Series C,Financial Services,1,Gayathri Chana,251-500,0,M&A,$5M to $10M,Growing,Medium,74383,738.0046917283702,1174.3633777888472,8,2219
Choudhury-Din Innovations,FMCG,Maharashtra,$1B to $10B,Active,2024,Series B,Consumer Goods,4,"Hiral Parsa, Leena Kala, Matthew Doctor, Onveer Chakrabarti",251-500,0,Seed,$100M to $500M,Growing,Medium,1381852,1290.6271957573103,8203.53266413549,8,1616
Seth LLC Pvt Ltd,Metals and Mining,Jharkhand,$1B to $10B,Active,2020,IPO,Mining,2,"Aryan Raju, Anthony Sachdev",101-250,0,Seed,$1M to $5M,Medium,Low,978376,15.655904128539092,7391.345350067768,9,2096
"Anne, Solanki and Radhakrishnan Innovations",Medical Devices,Bihar,Less than $1M,Active,2022,Series C,Healthcare,5,"Garima Venkataraman, Onkar Lad, Victor Hegde, Gunbir Sem, Alka Magar",51-100,0,Early Stage Venture,$10M to $50M,Medium,Medium,1017957,1327.5362906638925,4235.492738701786,6,314
Kunda Inc Solutions,Real Estate,Chhattisgarh,Less than $1M,Active,2023,Seed,Real Estate,3,"Vasudha Bawa, Vedhika Devi, Dalaja Chaudhry",11-50,2,Seed,$5M to $10M,Growing,Low,1438492,144.74310335200036,3419.173910742142,5,990
Sankaran-Bakshi Innovations,Agriculture and Allied Industries,Goa,Less than $1M,Active,2021,Series A,Agriculture,1,Meghana Gala,51-100,4,Seed,$1M to $5M,High,Medium,1976747,1090.1635167594375,2444.1134334048243,10,2140
"Khalsa, Mangal and Bir Labs",Oil and Gas,Uttarakhand,$50M to $100M,Active,2020,Seed,Energy,1,Charles Panchal,101-250,1,Seed,$50M to $100M,High,Low,1955665,1122.9463819966413,-47.482950180735486,0,2126
Balay LLC Solutions,Gems and Jewellery,Sikkim,$1M to $10M,Active,2023,Series A,Luxury Goods,2,"Eshana Chandra, Pavani Mand",11-50,3,Early Stage Venture,$1M to $5M,High,Medium,435692,1532.3110348662456,2379.952256051225,4,1049
"Shan, Prakash and Patla Innovations",Science and Technology,Manipur,$50M to $100M,Active,2024,Series A,Technology,1,Ijaya Sharaf,251-500,2,Growing,$100M to $500M,High,Medium,1161237,280.62377265354206,1715.3455777229633,7,1579
Tak-Prabhu Pvt Ltd,Paper & Packaging,Punjab,$50M to $100M,Active,2020,Series B,Packaging,1,Ati Devan,1-10,5,Seed,$50M to $100M,Growing,Low,56291,1922.83566167872,8839.41173616388,10,1718
Basu-Menon Solutions,Food Processing,Himachal Pradesh,$50M to $100M,Active,2017,Series A,Food and Beverage,5,"Kritika Padmanabhan, Max Mukhopadhyay, Waida Aurora, Utkarsh Dyal, Kritika Lala",101-250,6,Seed,$1M to $5M,Growing,Medium,307779,111.56967841037692,4124.810799895677,9,2475
Sibal-Radhakrishnan Labs,Textiles,Uttarakhand,$10B+,Active,2024,IPO,Textiles,1,Waida Kade,251-500,3,Seed,$100M to $500M,Medium,High,1546838,720.1452748166878,758.5993580795587,1,2383
Sampath Ltd Labs,Aviation,Meghalaya,$1M to $10M,Active,2020,Series C,Transportation,4,"Isha Deol, Yagnesh Balay, Raagini Soman, Damyanti Sood",101-250,2,Growing,$5M to $10M,Growing,High,1766682,-39.5222747566215,2295.3917914103745,4,459
Sunder-Talwar Labs,IT & BPM,Rajasthan,Less than $1M,Active,2024,Series A,Information Technology,2,"Ekaja Sem, Vedhika Rama",1-10,6,M&A,$100M to $500M,Growing,High,1369838,1908.207025970704,-73.02411144489648,3,520
"Pradhan, Lata and Palan Pvt Ltd",Paper & Packaging,Karnataka,Less than $1M,Active,2023,Seed,Packaging,4,"Watika Datta, Azad Magar, Amara Andra, Zayan Mani",1001-5000,5,Growing,$5M to $10M,Growing,Low,576959,-15.925645173253983,1537.909197207851,5,2455
Singhal-Din Solutions,E-Commerce,Manipur,$10B+,Active,2020,Series B,Commerce,1,Om Taneja,1-10,3,Early Stage Venture,$0 to $1M,Medium,Low,574193,68.43459919985418,615.3638898821252,4,1304
Prasad-Issac Pvt Ltd,Services,Goa,$50M to $100M,Active,2021,Series C,Services,1,Maanas Oak,1-10,7,Seed,$1M to $5M,Medium,High,705359,1206.022972222683,1894.7438961586067,6,1055
"Khatri, Shah and Krishnan Labs",Real Estate,Goa,$1M to $10M,Active,2017,Series B,Real Estate,5,"Yahvi Murthy, Charan Devi, Shravya Ganguly, Ira Badami, Lila Toor",1001-5000,6,Seed,$50M to $100M,Medium,Medium,296087,1338.457254302985,1101.3048262752861,7,855
Bath PLC Innovations,Financial Services,Haryana,$10M to $50M,Active,2021,IPO,Financial Services,5,"Dominic Varghese, Suhani Sharma, Teerth Chada, Yashasvi Bal, Tara Shankar",1001-5000,4,Early Stage Venture,$10M to $50M,Growing,Low,576919,1627.1832796265287,3934.6845083181493,0,1243
Purohit-Aggarwal Pvt Ltd,Science and Technology,Odisha,$50M to $100M,Active,2024,Series C,Technology,2,"Tristan Mander, Pushti Ganesh",101-250,1,Seed,$5M to $10M,Growing,Low,678390,778.4942859456327,6240.700975390024,1,382
Vaidya-Kala Solutions,Media and Entertainment,Uttar Pradesh,$10M to $50M,Active,2024,Series B,Media,3,"Pranit Babu, Megha Kaur, Nitara Malhotra",11-50,5,Early Stage Venture,$5M to $10M,High,High,1988627,466.9797876109749,555.3135118205881,9,1298
Batra LLC Labs,Roads,Nagaland,Less than $1M,Active,2021,IPO,Infrastructure,3,"Oliver Gandhi, Faraj Golla, Rishi Sinha",1-10,2,Growing,$1M to $5M,Growing,Low,1069033,936.4606933847592,6748.731412557808,9,763
Doctor and Sons Solutions,Ayush,Sikkim,$10B+,Active,2018,Seed,Healthcare,3,"Damini Mistry, Adweta Atwal, Yashasvi Ganesh",11-50,3,M&A,$0 to $1M,Growing,Medium,1968813,1130.3240032478354,9162.24546195221,4,2342
"Sagar, Nadig and Bansal Innovations",Auto Components,Uttar Pradesh,Less than $1M,Active,2019,Seed,Automotive,1,Zehaan Tak,1-10,2,M&A,$5M to $10M,High,Medium,386665,174.79345148109348,2539.0727772241453,1,679
"Date, Dass and Murthy Labs",Metals and Mining,Nagaland,$100M to $500M,Active,2024,IPO,Mining,2,"Shivani Parmer, Unni Srivastava",1001-5000,3,Growing,$10M to $50M,Growing,High,572455,1681.333426376346,6613.473064008831,9,1297
Kadakia-Kumer Labs,Engineering and Capital Goods,Uttarakhand,Less than $1M,Active,2021,Series A,Engineering,2,"Bhanumati Bhardwaj, Brinda Virk",1-10,6,Early Stage Venture,$1M to $5M,Medium,High,1778465,1508.442396702493,2673.04071293759,6,1064
Karnik-Bhatnagar Solutions,Electronics System Design & Manufacturing,Meghalaya,$50M to $100M,Active,2020,Series C,Electronics,4,"Garima Chaudhari, Kevin Nair, Unnati Atwal, Hemal Bir",51-100,3,Growing,$0 to $1M,High,Medium,1056981,1307.352100195403,9713.48499583955,7,2122
Nagarajan-Sem Technologies,Textiles,Himachal Pradesh,$1B to $10B,Active,2024,Series B,Textiles,5,"Aahana Bhatti, Bina Dhawan, Darika Rajagopalan, Yatan Shankar, Pahal Gade",251-500,2,Early Stage Venture,$50M to $100M,Growing,Low,1869104,16.083435117369092,4967.879805762591,10,1420
"Chand, Swamy and Mall Pvt Ltd",Automobiles,Chhattisgarh,$100M to $500M,Active,2024,Series B,Automotive,1,Turvi Grover,51-100,1,Growing,$5M to $10M,Growing,Low,1350810,718.9992383286841,7681.6912405821295,9,2141
Mane-More Labs,Science and Technology,Tamil Nadu,$10M to $50M,Active,2020,Seed,Technology,1,Tejas Palan,101-250,7,Seed,$0 to $1M,Medium,High,1462701,1122.838990835453,6899.967106388696,4,1091
Bhatia-Kulkarni Solutions,FMCG,Uttarakhand,$1B to $10B,Active,2020,Series B,Consumer Goods,1,Anthony Behl,51-100,5,Seed,$100M to $500M,Medium,High,1369968,1379.2372030173833,7194.676421540025,0,2435
Basak-Sridhar Pvt Ltd,Auto Components,Punjab,$10B+,Active,2024,IPO,Automotive,4,"Kamya Sidhu, Anjali Johal, Imaran Sen, Kevin Wagle",1-10,3,Seed,$100M to $500M,High,Low,1383802,1605.5398869034887,7222.906977182799,10,613
Lala Inc Solutions,Roads,Gujarat,$10B+,Active,2017,Series A,Infrastructure,1,Yashoda Maharaj,51-100,0,Growing,$5M to $10M,High,High,1826202,715.3465270696915,3396.6656827492584,3,1798
Mammen-Ramaswamy Solutions,Cement,Andhra Pradesh,$10M to $50M,Active,2021,Series B,Construction,1,Jackson Mukherjee,501-1000,1,Growing,$1M to $5M,High,Medium,694651,1778.7780897524858,6953.508769377975,6,104
"Raman, Khurana and Kalla Technologies",Power,West Bengal,Less than $1M,Active,2020,Series C,Energy,1,Daksha Bath,1-10,1,Early Stage Venture,$10M to $50M,Growing,Medium,1256451,1683.8111024030968,4616.408842754911,1,106
"Choudhary, Venkataraman and Rama Innovations",Renewable Energy,Meghalaya,$50M to $100M,Active,2024,Series B,Energy,5,"Ekbal Sahota, Balendra Johal, Manan Parikh, Devika Pall, Vedant Sundaram",501-1000,5,Seed,$5M to $10M,High,High,1209507,1352.9000683255808,3841.903777640585,5,57
Mangat-Mistry Pvt Ltd,Consumer Durables,Jammu and Kashmir,$1B to $10B,Active,2019,Series B,Consumer Goods,3,"Harrison Ganesh, Jai Goel, Zaid Contractor",101-250,3,M&A,$100M to $500M,Growing,Medium,553122,1062.0300230868456,1864.5909910906653,5,848
Sarin-Sehgal Innovations,Engineering and Capital Goods,Goa,$1B to $10B,Active,2019,Seed,Engineering,1,Jeremiah Edwin,1001-5000,4,M&A,$50M to $100M,Growing,High,1881434,1808.892156114185,9569.345733094955,5,82
"Gade, Kashyap and Nagi Labs",Insurance,Uttarakhand,$10M to $50M,Active,2021,Seed,Financial Services,1,Daniel Mitra,101-250,0,M&A,$5M to $10M,Medium,High,843206,1824.13599393936,9560.403068543876,3,1797
Narang-Pandya Technologies,Power,Mizoram,Less than $1M,Active,2019,Series A,Energy,5,"Anika Upadhyay, Falak Das, Ira Din, Yashvi Chaudhari, Jagrati Nadig",11-50,0,Growing,$100M to $500M,High,High,520312,455.9685033173573,7268.988499096584,4,470
Dugal LLC Pvt Ltd,Science and Technology,Rajasthan,$10M to $50M,Active,2020,Series A,Technology,3,"Wridesh Bali, Inaya Sibal, Gaurav Thaker",51-100,6,M&A,$10M to $50M,High,High,619323,700.8458087482041,9118.19901350767,7,697
Dyal-Menon Solutions,Food Processing,Jharkhand,$10M to $50M,Active,2023,IPO,Food and Beverage,4,"Yashawini Mani, Jalsa Saha, Jackson Ghose, Zashil Ramesh",1-10,2,Seed,$1M to $5M,Growing,Medium,53941,837.4394668313982,9667.881390698913,6,2060
"Choudhary, Sathe and Dutt Labs",Renewable Energy,Uttarakhand,$10M to $50M,Active,2017,Series C,Energy,5,"Ekaja Bath, Ikshita Golla, Jackson Nanda, Sai Choudhry, Simon Kurian",1-10,5,Early Stage Venture,$10M to $50M,Growing,High,1167605,606.7053041248756,6456.17587419422,7,1011
"Ghosh, Thaman and Kuruvilla Labs",Financial Services,Meghalaya,$50M to $100M,Active,2023,IPO,Financial Services,1,Watika Bava,11-50,7,Growing,$100M to $500M,Growing,Low,1659245,1868.9887129297385,7939.49495044381,10,1212
Devan and Sons Technologies,Auto Components,Himachal Pradesh,$10B+,Active,2022,Series B,Automotive,4,"Meera Banik, Mahika Setty, Aarini Keer, Quincy Ghose",1001-5000,4,M&A,$5M to $10M,Medium,Low,1588761,550.1069166201663,7895.045695698648,8,2180
"Sankaran, Datta and Rastogi Pvt Ltd",Aviation,Manipur,$1M to $10M,Active,2018,Series B,Transportation,5,"Gautam Sheth, Ayaan Pandey, Ojas Morar, Vedant Palla, Reva Badami",51-100,5,Seed,$50M to $100M,High,Low,787289,342.270435101168,1735.8370115351304,6,177
"Hora, Krish and Chawla Pvt Ltd",IT & BPM,Karnataka,$10B+,Active,2018,Seed,Information Technology,4,"Upasna Arora, Triveni Bhatti, Ishani Dhillon, Amrita Sankaran",11-50,2,M&A,$10M to $50M,Growing,Medium,89800,487.91743676683666,5192.098272071853,2,209
"Golla, Aggarwal and Vora Solutions",Tourism and Hospitality,Himachal Pradesh,$10B+,Active,2020,Series C,Hospitality,5,"Triveni Hora, Ekantika Vig, Unni Sarraf, Frado Kurian, Edhitha Nadig",101-250,7,Seed,$1M to $5M,Growing,High,1851668,1533.6056407900378,764.8045101688288,5,527
"Memon, Balay and Gera Innovations",Real Estate,Odisha,$1M to $10M,Active,2024,Series A,Real Estate,1,Bhavna Nadig,1001-5000,1,M&A,$1M to $5M,High,High,1801542,799.5706518710939,1211.6389997444096,10,52
"Kade, Ravi and Madan Pvt Ltd",Science and Technology,Uttarakhand,$1B to $10B,Active,2019,IPO,Technology,3,"Anirudh Dave, Champak Sethi, Faraj Sundaram",1001-5000,2,Growing,$50M to $100M,High,High,293695,-47.78109687862998,5866.766184338294,1,931
Dada-Bhagat Innovations,Engineering and Capital Goods,Jharkhand,$100M to $500M,Active,2022,Series B,Engineering,5,"Harini Dar, Darsh Narain, Darpan Bhattacharyya, Dipta Magar, Samesh Wable",1-10,1,Early Stage Venture,$1M to $5M,High,Medium,635339,341.8110452264031,7606.891342995556,1,367
Saran-Raju Labs,Retail,Rajasthan,$1M to $10M,Active,2022,Series C,Commerce,5,"Aradhana Bera, Bhavani Dhar, Matthew Anand, Harita Karan, Mitali Radhakrishnan",51-100,3,M&A,$50M to $100M,High,Low,1190343,784.7992366127781,5731.903274926038,9,1474
"Hegde, Manne and Gulati Technologies",Auto Components,Uttarakhand,Less than $1M,Active,2024,Series A,Automotive,1,Ranveer Tripathi,1-10,6,Growing,$50M to $100M,High,Low,1881769,684.248799860755,6285.9006718265855,9,1474
Mohan LLC Solutions,Electronics System Design & Manufacturing,Haryana,$10B+,Active,2021,Series B,Electronics,4,"Nisha Handa, Pranit Bassi, Krisha Reddy, Pranav Gara",1001-5000,0,Growing,$50M to $100M,Growing,Low,1336095,435.67319983035236,8619.400640788384,4,2245
Brahmbhatt-Bhatti Solutions,Ayush,Uttar Pradesh,$50M to $100M,Active,2019,Series A,Healthcare,2,"Zarna Dora, Umang Thakur",11-50,4,Growing,$10M to $50M,Growing,Medium,1267552,1160.0187835360693,7483.828457707714,10,924
Pradhan-Tailor Innovations,Telecommunications,Uttar Pradesh,$10M to $50M,Active,2018,IPO,Telecommunications,1,Madhav Naidu,51-100,7,Seed,$0 to $1M,High,High,660474,37.228143548477505,9009.85035849825,9,1793
"Sarraf, Choudhary and Keer Innovations",Metals and Mining,Goa,$10M to $50M,Active,2023,Series B,Mining,4,"Pratyush Bala, Prisha Chhabra, Vamakshi Mammen, Balhaar Parmer",1001-5000,6,Early Stage Venture,$0 to $1M,High,Low,755159,373.4951003459895,2143.669519297815,2,2054
Morar-Karpe Technologies,MSME,Punjab,$10B+,Active,2021,Series A,Small Business,2,"Jai Kanda, Aishani Palan",11-50,2,Growing,$50M to $100M,Medium,High,1731251,298.90200435444723,3843.855973872904,8,1753
Sami PLC Innovations,IT & BPM,Nagaland,Less than $1M,Active,2018,IPO,Information Technology,1,Dayita Lala,101-250,7,Seed,$50M to $100M,High,High,1105068,97.67078872831047,6385.102475630327,8,2443
"Krish, Bhat and Char Solutions",Automobiles,Punjab,$1B to $10B,Active,2018,Series A,Automotive,4,"Jagat Patla, Rishi Cherian, Bhavna Dhingra, Isha Pillay",51-100,3,Early Stage Venture,$5M to $10M,High,Low,1428050,1487.6039774920105,5615.578826045575,5,164
"Dugar, Doctor and Mangal Technologies",Railways,Haryana,$1B to $10B,Active,2023,Series A,Transportation,1,Teerth Sani,251-500,6,M&A,$10M to $50M,Growing,Low,260069,1380.207797960667,6977.5657235756125,9,1303
Salvi-Nori Pvt Ltd,Railways,Meghalaya,$10B+,Active,2018,IPO,Transportation,2,"Atharv Bahri, Dev Borra",251-500,3,Seed,$5M to $10M,Growing,Medium,731029,847.8013875428961,5967.499081208283,6,2429
Deshmukh LLC Solutions,Banking,Uttar Pradesh,$1B to $10B,Active,2019,Series A,Financial Services,4,"Jonathan Mani, Hemani Johal, Mason Sampath, Warinder Chakraborty",1-10,1,Growing,$50M to $100M,Medium,Medium,1678806,1505.892477024936,4602.598223802594,5,409
"Raja, Chana and Raval Technologies",Healthcare,Gujarat,Less than $1M,Active,2020,Series C,Healthcare,3,"Rushil Bumb, Atharv Chahal, Avni Shah",501-1000,1,Growing,$100M to $500M,High,Medium,1284371,293.727331847723,1198.5085305337086,6,30
"Mistry, Mukherjee and Iyengar Labs",Healthcare,Telangana,$1B to $10B,Active,2024,IPO,Healthcare,1,Divya Nayar,101-250,2,Seed,$1M to $5M,High,High,89571,697.0603117092667,3604.4170892485927,5,962
Hans PLC Pvt Ltd,Biotechnology,Nagaland,Less than $1M,Active,2018,Series A,Biotechnology,2,"Zilmil Balakrishnan, Rushil Sarraf",51-100,0,Early Stage Venture,$100M to $500M,Medium,Low,187567,1471.1858262305911,6824.772665204694,10,229
"Kapur, Kapadia and Buch Innovations",Media and Entertainment,Andhra Pradesh,$1M to $10M,Active,2019,Series C,Media,1,Chakrika Dugar,11-50,2,Seed,$10M to $50M,Medium,High,326789,1600.3605870496208,2454.0537352363676,9,964
Bawa-Dash Solutions,Tourism and Hospitality,Andhra Pradesh,$50M to $100M,Active,2021,IPO,Hospitality,2,"Diya Raghavan, Rachit Ghosh",251-500,7,M&A,$0 to $1M,High,Medium,440141,1511.9863284796459,8159.400168760747,2,1784
Solanki-Om Technologies,Ayush,Tamil Nadu,$50M to $100M,Active,2018,Series C,Healthcare,1,Rushil Mall,501-1000,7,Growing,$50M to $100M,Medium,Medium,1181957,1661.6643248479604,1122.4300029984145,3,538
Acharya PLC Pvt Ltd,Education and Training,Tamil Nadu,$10M to $50M,Active,2019,Seed,Education,1,Kevin Sharma,1-10,4,Early Stage Venture,$100M to $500M,High,High,783880,762.2190158420279,8324.702961103956,3,1983
"Thakur, Kurian and Grover Labs",Healthcare,Haryana,$50M to $100M,Active,2017,IPO,Healthcare,5,"Aryan Venkataraman, Lekha Khare, Indali Pillay, Kamya Bala, Nisha Nagy",251-500,6,Seed,$5M to $10M,High,Low,123805,695.7777366370154,7881.625531247773,0,514
Dara and Sons Technologies,Services,Tripura,$10M to $50M,Active,2020,Series A,Services,5,"Wakeeta Bhat, Aashi Divan, Harish Zacharia, Hardik Raghavan, Oni Comar",1-10,3,Growing,$1M to $5M,High,High,270977,30.795711304485593,8059.367215216971,5,2380
"Nagarajan, Patla and Soman Labs",Power,West Bengal,$100M to $500M,Active,2023,IPO,Energy,2,"Darpan Handa, Matthew Malhotra",1-10,7,Early Stage Venture,$10M to $50M,High,Medium,1470271,1630.3348265513494,7936.9348857502955,0,1063
Dhawan Inc Technologies,Auto Components,Maharashtra,$10B+,Active,2020,Series C,Automotive,5,"Netra Das, Ekaja Chacko, Hiral Reddy, Shravya Kala, Anjali Karnik",1001-5000,6,Early Stage Venture,$10M to $50M,High,Medium,1834821,-15.82365070222447,7348.3059301745525,8,1446
Jha-Loke Pvt Ltd,Power,Mizoram,$10M to $50M,Active,2017,Series A,Energy,1,Amaira Deol,51-100,5,Seed,$100M to $500M,High,High,395228,1496.1175578836207,5544.156124878093,10,1151
Oommen Inc Technologies,Railways,Rajasthan,$1B to $10B,Active,2021,Series A,Transportation,4,"Nilima Kannan, Garima Jayaraman, Keya Deshpande, Umang Dua",501-1000,3,Growing,$10M to $50M,High,Medium,1882706,1863.8167535558096,2526.05576663557,9,427
Oza PLC Innovations,Manufacturing,Telangana,Less than $1M,Active,2022,Seed,Manufacturing,5,"Wishi Contractor, Jhalak Prabhu, Ridhi Vyas, Daniel Krish, Zilmil Hora",51-100,6,M&A,$50M to $100M,Growing,Medium,1371149,1079.7649879004475,5537.1117291004,3,2043
Gopal-Acharya Innovations,Banking,Madhya Pradesh,$50M to $100M,Active,2024,Series B,Financial Services,3,"Meghana Mani, Nilima Gera, Abha Bhatt",51-100,4,Seed,$5M to $10M,Growing,High,1586128,1867.1994108546037,2389.1470478944407,6,336
"Kota, Dey and Shere Pvt Ltd",Textiles,Maharashtra,$1B to $10B,Active,2018,Series A,Textiles,1,Wishi Hora,501-1000,5,Growing,$1M to $5M,Medium,Medium,811889,1864.3629217092234,6778.561952396529,6,521
Setty Ltd Labs,Banking,Mizoram,$10M to $50M,Active,2024,Series C,Financial Services,4,"Ranveer Manda, Anmol Jain, Naksh Bedi, Brinda Banik",251-500,3,Growing,$50M to $100M,High,Low,175957,1555.487278621499,4067.5863658635744,10,2464
"Panchal, Raja and Manda Labs",Healthcare,Goa,$1M to $10M,Active,2017,Seed,Healthcare,5,"Avni Khatri, Yoshita Deo, Isaiah Aggarwal, Rishi Bail, Saksham Sen",51-100,6,M&A,$100M to $500M,Growing,Low,1991882,758.1652196354745,2046.957950722025,9,358
Balan-Jain Labs,Oil and Gas,Nagaland,$10B+,Active,2024,Series A,Energy,2,"Aditya Iyer, Rachita Bora",251-500,4,M&A,$50M to $100M,Growing,Low,1901080,1830.9030350678809,8476.283379248114,2,658
Brahmbhatt-Jain Innovations,E-Commerce,Andhra Pradesh,$1M to $10M,Active,2023,Series C,Commerce,5,"Kashvi Krishnamurthy, Girish Prabhakar, Rudra Bhatt, Vedhika Lad, Gavin Deep",251-500,3,Early Stage Venture,$5M to $10M,Medium,Low,1190985,868.9861497995523,7092.183596154129,2,740
"Choudhary, Chaudhuri and D’Alia Labs",Automobiles,Tamil Nadu,$50M to $100M,Active,2018,Series B,Automotive,2,"Januja Sanghvi, Anvi Kakar",251-500,6,Growing,$0 to $1M,Medium,Medium,1420106,786.4831980919412,9089.90194290883,10,1647
"Padmanabhan, Grover and Barad Innovations",Insurance,Bihar,$10B+,Active,2024,Series A,Financial Services,5,"Unnati Maharaj, Sara Kota, Aahana Raman, Rajeshri Setty, Dakshesh Misra",501-1000,1,Seed,$0 to $1M,High,Medium,457320,865.2609103579723,1250.1776054122183,3,60
Ray PLC Labs,Roads,Jharkhand,$10M to $50M,Active,2020,Seed,Infrastructure,2,"Harini Rai, Wishi Pillai",251-500,5,M&A,$10M to $50M,Medium,High,1197366,1293.421082959679,2028.5235973939766,1,1607
Om-Pau Solutions,Banking,Andhra Pradesh,$10B+,Active,2017,Series A,Financial Services,1,Netra Iyer,1-10,3,Growing,$5M to $10M,Growing,High,1502998,1870.8593455715063,3211.0975589559557,9,632
Ravi LLC Technologies,Biotechnology,Karnataka,$50M to $100M,Active,2023,Series A,Biotechnology,1,Gagan Contractor,101-250,6,M&A,$0 to $1M,Growing,Low,1842539,259.3437829558195,4047.513484416524,3,1838
Ghosh-Basak Technologies,IT & BPM,Haryana,$1B to $10B,Active,2021,Series B,Information Technology,1,Faqid Kara,11-50,3,Growing,$5M to $10M,High,Medium,309921,632.6907550059636,8883.085570483123,8,257
Jhaveri and Sons Solutions,Ayush,Tripura,$10B+,Active,2017,Series B,Healthcare,1,William Mistry,11-50,1,M&A,$1M to $5M,High,Medium,238696,1186.8263895160776,244.71408765157037,3,1130
Bal Inc Labs,Pharmaceuticals,Uttarakhand,$10M to $50M,Active,2022,Series A,Pharmaceuticals,4,"Sara Sinha, Varenya Morar, Ekalinga Kala, Yashica Borde",1-10,1,Seed,$5M to $10M,Growing,Low,18613,937.6512530423436,1087.3892208333623,7,772
"Sami, Kata and Kata Pvt Ltd",Real Estate,Tripura,$1M to $10M,Active,2022,Series C,Real Estate,5,"Wyatt Dube, Vanya Saini, Zashil Dixit, Benjamin Borah, Eshana Kala",101-250,0,Growing,$50M to $100M,Growing,Low,867904,1689.647083150798,3699.5833087080505,7,1134
Kari Group Solutions,Pharmaceuticals,Sikkim,$50M to $100M,Active,2020,Series A,Pharmaceuticals,4,"Max Kari, Faris Bora, Omisha Palla, Upasna Nagar",51-100,4,M&A,$0 to $1M,High,Low,29963,1468.1725275017056,3069.187412100999,7,1077
Goel LLC Innovations,Healthcare,Tripura,$10B+,Active,2022,Series C,Healthcare,4,"Falak Balasubramanian, Yatan Dora, Abeer Parsa, Vedika Bail",101-250,5,Growing,$10M to $50M,Medium,Low,589584,1453.0969660519615,1696.2395681635437,4,1925
Mani-Master Solutions,Defence Manufacturing,Chhattisgarh,$1M to $10M,Active,2024,Seed,Defence,1,Yahvi Kumar,251-500,6,M&A,$0 to $1M,High,High,1867088,1729.0864321197928,3710.8937449317714,4,65
Sarraf Ltd Labs,Banking,Gujarat,$50M to $100M,Active,2020,Series C,Financial Services,2,"Hiral Jani, Darpan Nagar",101-250,2,Growing,$50M to $100M,Growing,High,147597,513.4982406132885,4038.1813744282817,2,599
"Mutti, Banerjee and Misra Technologies",Paper & Packaging,Punjab,$50M to $100M,Active,2020,IPO,Packaging,1,Faraj Ram,501-1000,7,Growing,$5M to $10M,Growing,High,1407582,1286.2429576446768,1182.9075668225853,10,2383
Iyengar Ltd Solutions,Electronics System Design & Manufacturing,Maharashtra,Less than $1M,Active,2024,Series C,Electronics,1,Charan Prakash,101-250,1,M&A,$1M to $5M,High,High,946620,-28.561718977198154,5652.280827758294,1,1196
Sachar-Patla Labs,Infrastructure,Odisha,$50M to $100M,Active,2019,Seed,Infrastructure,1,Pranav Shanker,11-50,0,Growing,$10M to $50M,Growing,Medium,874407,425.55472967220544,2582.84309477693,5,990
